author,title,rating,totalratings,genre_list
Dean Koontz,Sole Survivor,3.8,27447,Horror|Thriller|Mystery|Suspense|Thriller|Mystery Thriller|Fantasy|Science Fiction|Fantasy|Supernatural|Fantasy|Paranormal
Chris Bohjalian,The Double Bind,3.63,27440,Mystery|Contemporary|Book Club|Adult Fiction|Mental Health|Mental Illness|Thriller|Mystery Thriller|Literary Fiction
Brandon Mull,Seeds of Rebellion,4.28,27435,Fantasy|Adventure|Middle Grade|Fantasy|Magic|Young Adult Fantasy|Teen|Science Fiction Fantasy
Erin Hunter,Dawn,4.33,27408,Fantasy|Animals|Middle Grade|Animals|Cats|Adventure|Animals|Animal Fiction
Kevin Hearne,Shattered,4.28,27388,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Fantasy|Magic|Fantasy|Mythology|Paranormal|Vampires|Fantasy|Supernatural|Adventure
Julie Garwood,The Prize,4.22,27379,Romance|Historical Romance|Romance|Historical|Historical|Medieval|Historical|Historical Fiction|Historical Romance|Medieval Romance|Humor|European Literature|British Literature
"J.D. Robb,Susan Ericksen",New York to Dallas,4.44,27377,Mystery|Romance|Mystery|Crime|Romance|Romantic Suspense|Futuristic|Suspense|Science Fiction|Thriller|Thriller|Mystery Thriller
Catherine Gilbert Murdock,Dairy Queen,3.74,27368,Contemporary|Sports|Sports|Romance|Realistic Fiction|Teen|Womens Fiction|Chick Lit|Coming Of Age
Molly McAdams,From Ashes,4.12,27367,New Adult|Romance|Contemporary|Academic|College|Sociology|Abuse|Romance|Contemporary Romance|Drama|Womens Fiction|Chick Lit|Love
Juliet Marillier,Wildwood Dancing,4.09,27367,Fantasy|Romance|Fantasy|Fairy Tales|Retellings|Historical|Historical Fiction|Fantasy|Magic|Paranormal|Vampires|Young Adult Fantasy
"J.D. Robb,Nora Roberts",Survivor In Death,4.4,27360,Mystery|Romance|Mystery|Crime|Romance|Romantic Suspense|Futuristic|Suspense|Science Fiction|Thriller|Thriller|Mystery Thriller
Jennifer L. Armentrout,Obsession,4.09,27360,Fantasy|Paranormal|Romance|Science Fiction|Aliens|New Adult|Fantasy|Romance|Paranormal Romance|Science Fiction|Fantasy|Supernatural|Fantasy|Urban Fantasy
Chris Bohjalian,The Light in the Ruins,3.66,27334,Historical|Historical Fiction|Mystery|Cultural|Italy|Historical|War|World War II|War|Adult Fiction|Suspense
Lawrence Wright,The Looming Tower: Al-Qaeda and the Road to 9/11,4.33,27328,History|Politics|War|Terrorism|War|Religion|North American Hi...|American History|Religion|Islam|War|Military Fiction
Steve Berry,The Venetian Betrayal,3.95,27283,Thriller|Mystery|Historical|Historical Fiction|Adventure|Suspense|Thriller|Mystery Thriller|Action|Historical
"Jeff Hertzberg,ZoÃ« FranÃ§ois,Mark Luinenburg",Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking,3.83,27279,Food and Drink|Cookbooks|Food and Drink|Cooking|Food and Drink|Food|Reference|Food and Drink|Food and Drink|Foodie|Food and Drink|Culinary|How To
Hester Browne,The Little Lady Agency,3.76,27254,Womens Fiction|Chick Lit|Romance|Contemporary|Humor|Romance|Contemporary Romance|European Literature|British Literature|Adult Fiction|Humor|Comedy
"Clayton M. Christensen,James Allworth,Karen Dillon",How Will You Measure Your Life?,4.07,27230,Business|Self Help|Psychology|Self Help|Personal Development|Philosophy|Leadership|Productivity|Buisness|Business|Management
"Jenny Han,Siobhan Vivian",Burn for Burn,3.82,27227,Contemporary|Romance|Fantasy|Paranormal|Fantasy|Realistic Fiction|Young Adult Contemporary|Womens Fiction|Chick Lit|High School
"Agatha Christie,Hugh Fraser","One, Two, Buckle My Shoe",3.79,27205,Mystery|Mystery|Crime|Classics|Mystery|Detective|Thriller|Mystery Thriller|European Literature|British Literature|Mystery|Murder Mystery
Iain M. Banks,Excession,4.19,27178,Science Fiction|Space|Space Opera|Cultural|Fantasy|Science Fiction Fantasy|Space|Speculative Fiction
Tammara Webber,Between the Lines,3.7,27159,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Womens Fiction|Chick Lit|Young Adult Romance|Realistic Fiction|Young Adult Contemporary
Matthew Reilly,Seven Deadly Wonders,4.07,27122,Thriller|Adventure|Action|Mystery|Fantasy|Thriller|Mystery Thriller|Suspense|War|Military Fiction|Historical|Historical Fiction
"Jean-Paul Sartre,Stuart Gilbert,Lionel Abel",No Exit and Three Other Plays,4.09,27119,Plays|Philosophy|Drama|Classics|Cultural|France|Plays|Theatre|Literature|European Literature|French Literature|Academic|School
Dave Eggers,A Hologram for the King,3.29,27080,Contemporary|Literary Fiction|Literature|Adult Fiction|Literature|American|Book Club
"Jean-Paul Sartre,Hazel E. Barnes,Mary Warnock,Richard Eyre",Being and Nothingness,3.97,27016,Philosophy|Classics|Cultural|France|Psychology|European Literature|French Literature|Unfinished|Philosophy|Theory|Literature|20th Century|Literature
John Flanagan,The Lost Stories,4.28,27010,Fantasy|Adventure|Middle Grade|Short Stories|Action|Historical|Historical Fiction|Historical|Medieval
"Joss Whedon,Brett Matthews,Will Conrad",Those Left Behind,4.04,27004,Sequential Art|Graphic Novels|Sequential Art|Comics|Science Fiction|Graphic Novels Comics|Fantasy|Comics|Comic Book|Science Fiction Fantasy|Adventure|Media Tie In
"Joe Hill,Gabriel RodrÃ­guez","Locke & Key, Vol. 6: Alpha & Omega",4.48,26988,Sequential Art|Graphic Novels|Sequential Art|Comics|Horror|Fantasy|Graphic Novels Comics|Comics|Comic Book|Fantasy|Supernatural|Fantasy|Paranormal
Margaret George,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers",4.24,26959,Historical|Historical Fiction|Historical|English History|Tudor Period|European Literature|British Literature|Literature|16th Century|Historical|Medieval|Adult Fiction|History|European History
Nora Roberts,High Noon,3.99,26940,Romance|Romance|Romantic Suspense|Mystery|Suspense|Romance|Contemporary Romance|Contemporary|Thriller|Womens Fiction|Chick Lit
Agatha Christie,Dumb Witness,3.88,26910,Mystery|Mystery|Crime|Classics|Mystery|Detective|Thriller|Mystery Thriller|European Literature|British Literature|Mystery|Murder Mystery|Thriller
Kody Keplinger,Shut Out,3.75,26851,Romance|Contemporary|Sports|Sports|Womens Fiction|Chick Lit|High School|Realistic Fiction|Young Adult Contemporary|Teen
Kathy Reichs,Cross Bones,3.89,26824,Mystery|Mystery|Crime|Thriller|Thriller|Mystery Thriller|Suspense|Mystery|Murder Mystery|Mystery|Detective
Lynda Mullaly Hunt,One for the Murphys,4.33,26818,Realistic Fiction|Middle Grade|Family|Contemporary|Family Law|Fostering|Sociology|Abuse|Juvenile
Tobias Wolff,This Boy's Life,3.97,26772,Autobiography|Memoir|Biography|Biography Memoir|Coming Of Age|Biography|Autobiography|Classics|Academic|School|Literature|American
"Jim Starlin,Jim Aparo,Mike DeCarlo",Batman: A Death in the Family,4.08,26750,Sequential Art|Comics|Sequential Art|Graphic Novels|Dc Comics|Batman|Superheroes|Dc Comics|Comics|Comic Book|Graphic Novels Comics|Comics|Superheroes|Comics Manga|Mystery|Crime
A. Meredith Walters,Find You in the Dark,3.96,26750,Romance|New Adult|Contemporary|Romance|Contemporary Romance|High School|Dark|Mental Health|Mental Illness|Sociology|Abuse|Drama
Mark Helprin,Winter's Tale,3.5,26744,Fantasy|Historical|Historical Fiction|Magical Realism|Romance|Historical|New York|Unfinished|Science Fiction|Steampunk|Literature
Kelley Armstrong,Haunted,4.05,26742,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Romance|Romance|Paranormal Romance|Fantasy|Supernatural|Fantasy|Magic|Paranormal|Witches|Paranormal|Ghosts
Gary Paulsen,Brian's Winter,4.02,26710,Adventure|Adventure|Survival|Realistic Fiction|Middle Grade|Classics|Teen|Action
J.G. Ballard,High-Rise,3.61,26704,Science Fiction|Science Fiction|Dystopia|Thriller|Classics|Horror|Literature|European Literature|British Literature
Kresley Cole,Shadow's Claim,4.23,26697,Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Paranormal|Vampires|Fantasy|Paranormal|Demons|Fantasy|Urban Fantasy|Fantasy|Magic|Fantasy|Supernatural
Lily Koppel,The Astronaut Wives Club,3.32,26618,History|Biography|Space|Historical|Autobiography|Memoir|Biography Memoir|North American Hi...|American History
Kitty French,Knight & Play,4.03,26595,Romance|Adult Fiction|Erotica|Erotica|BDSM|Romance|Contemporary Romance|Contemporary|Romance|Erotic Romance|New Adult|Adult Fiction
Elizabeth Eulberg,Better Off Friends,3.92,26588,Romance|Contemporary|Realistic Fiction|Womens Fiction|Chick Lit|Young Adult Contemporary|Young Adult Romance|High School|Teen
John Sandford,Chosen Prey,4.23,26586,Mystery|Thriller|Mystery|Crime|Thriller|Mystery Thriller|Mystery|Detective|Suspense|Mystery|Murder Mystery|Adventure
Abbi Glines,Sometimes It Lasts,4.27,26575,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Academic|College|Sports|Sports|Womens Fiction|Chick Lit
Kevin    Wilson,The Family Fang,3.6,26565,Humor|Contemporary|Art|Adult Fiction|Literary Fiction|Family|Book Club
"Paulo Coelho,Margaret Jull Costa",Manuscript Found in Accra,3.8,26553,Philosophy|Historical|Historical Fiction|Spirituality|Inspirational|Self Help|Literature|Religion
Adam M. Grant,Give and Take: A Revolutionary Approach to Success,4.07,26535,Business|Psychology|Self Help|Leadership|Self Help|Personal Development|Business|Management|Buisness|Productivity
Agatha Christie,Three Act Tragedy,3.86,26523,Mystery|Mystery|Crime|Classics|Mystery|Detective|Thriller|Mystery Thriller|European Literature|British Literature|Mystery|Murder Mystery
Mary Higgins Clark,Two Little Girls in Blue,3.86,26508,Mystery|Suspense|Thriller|Mystery|Crime|Thriller|Mystery Thriller|Contemporary|Adult Fiction
Teri Terry,Slated,4.07,26498,Science Fiction|Dystopia|Science Fiction|Romance|Fantasy|Mystery|Thriller|Teen|Action
"Raymond E. Feist,Janny Wurts",Servant of the Empire,4.3,26494,Fantasy|Fantasy|Epic Fantasy|Science Fiction Fantasy|Fantasy|High Fantasy|Fantasy|Magic|Epic|Romance
"Chris Van Allsburg,Lois Lowry,Kate DiCamillo,M.T. Anderson,Louis Sachar,Stephen King,Tabitha King,Jon Scieszka,Sherman Alexie,Gregory Maguire,Cory Doctorow,Jules Feiffer,Linda Sue Park,Walter Dean Myers,Lemony Snicket",The Chronicles of Harris Burdick: Fourteen Amazing Authors Tell the Tales,3.99,26424,Short Stories|Fantasy|Picture Books|Middle Grade|Mystery|Anthologies|Language|Writing
Hillary Jordan,When She Woke,3.67,26422,Science Fiction|Dystopia|Science Fiction|Adult Fiction|Feminism|Religion|Fantasy
Kim Harrison,The Undead Pool,4.43,26412,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Paranormal|Vampires|Paranormal|Demons|Paranormal|Witches|Fantasy|Magic|Romance|Fantasy|Supernatural
Gordon Korman,Schooled,3.84,26397,Realistic Fiction|Middle Grade|Humor|Academic|School|Contemporary|Teen|Juvenile
David Wiesner,Flotsam,4.21,26388,Picture Books|Fantasy|Animals|Art|Adventure|Science Fiction|Sequential Art|Graphic Novels|Science Fiction Fantasy
Maya Banks,Never Seduce a Scot,4.16,26370,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Medieval|Cultural|Scotland|Disability
"Isabel Allende,Margaret Sayers Peden",Of Love and Shadows,3.98,26362,Historical|Historical Fiction|Magical Realism|Romance|European Literature|Spanish Literature|Cultural|Latin American|Literature|Historical|Literature|Latin American Literature
Stephen King,Apt Pupil,3.89,26362,Horror|Thriller|Short Stories|Novella|Mystery|Suspense|Mystery|Crime|Thriller|Mystery Thriller
Marjorie Kinnan Rawlings,The Yearling,4.01,26360,Classics|Animals|Historical|Historical Fiction|Literature|Coming Of Age|Middle Grade|Historical
Andrea Hirata,Laskar Pelangi,4.21,26343,Asian Literature|Indonesian Literature|Cultural|Asia|Education|Literature|Adventure|Inspirational
"Gene Luen Yang,Bryan Konietzko,Michael Dante DiMartino,Gurihiru","Avatar: The Last Airbender - The Search, Part 1",4.35,26329,Sequential Art|Graphic Novels|Sequential Art|Comics|Fantasy|Sequential Art|Manga|Graphic Novels Comics|Adventure|Middle Grade
Tessa Dare,A Week to Be Wicked,4.11,26307,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Regency|Historical Romance|Regency Romance|Humor
Paul Zindel,The Pigman,3.59,26304,Classics|Academic|School|Realistic Fiction|Academic|Read For School|Teen|High School|Middle Grade
Alan Hollinghurst,The Line of Beauty,3.72,26302,LGBT|GLBT|Queer|LGBT|Gay|Literary Fiction|European Literature|British Literature|Historical|Historical Fiction|Contemporary|Literature
"David  Wong,Jason Pargin",This Book Is Full of Spiders,4.24,26291,Horror|Humor|Fantasy|Science Fiction|Humor|Comedy|Horror|Zombies|Fantasy|Urban Fantasy|Fantasy|Paranormal
Mary Higgins Clark,"Loves Music, Loves to Dance",3.92,26290,Mystery|Suspense|Thriller|Thriller|Mystery Thriller|Mystery|Crime|Romance|Adult Fiction|Contemporary
"Brian K. Vaughan,Pia Guerra,Goran SudÅ¾uka,JosÃ© MarzÃ¡n Jr.","Y: The Last Man, Vol. 6: Girl on Girl",4.2,26255,Sequential Art|Graphic Novels|Sequential Art|Comics|Science Fiction|Graphic Novels Comics|Apocalyptic|Post Apocalyptic|Comics|Comic Book|Science Fiction|Dystopia|Fantasy
"Holly Black,Eliza Wheeler",Doll Bones,3.67,26248,Middle Grade|Fantasy|Horror|Mystery|Adventure|Fantasy|Paranormal|Paranormal|Ghosts
Dean Koontz,Odd Apocalypse,3.97,26225,Horror|Fantasy|Mystery|Fantasy|Paranormal|Thriller|Fantasy|Supernatural|Suspense|Fantasy|Urban Fantasy|Paranormal|Ghosts
J.B. Salsbury,Fighting for Flight,4.14,26208,Romance|New Adult|Romance|Contemporary Romance|Warfare|Fighters|Sports|Sports|Contemporary|Martial Arts|Mixed Martial Arts|Contemporary Romance|Sports Romance|Adult Fiction|Erotica|Sociology|Abuse
Kristen Ashley,Rock Chick Revolution,4.45,26194,Romance|Romance|Contemporary Romance|Contemporary|Humor|Womens Fiction|Chick Lit|Romance|Romantic Suspense|Suspense|Action|Adult Fiction|Erotica
Judith McNaught,Something Wonderful,4.32,26179,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Regency|Historical Romance|Regency Romance|Womens Fiction|Chick Lit|European Literature|British Literature
Kristen Proby,Safe with Me,4.36,26163,Romance|Romance|Contemporary Romance|Contemporary|War|Military Fiction|New Adult|Adult Fiction|Erotica|Womens Fiction|Chick Lit|Romance|Erotic Romance
Megan Abbott,Dare Me,3.22,26161,Mystery|Thriller|Contemporary|Thriller|Mystery Thriller|Mystery|Crime|Suspense
Katie McGarry,Crash into You,4.27,26071,Romance|Contemporary|New Adult|Romance|Contemporary Romance|High School|Realistic Fiction|Young Adult Contemporary|Young Adult Romance
James Patterson,"Alex Cross, Run",4.08,26058,Mystery|Thriller|Mystery|Crime|Thriller|Mystery Thriller|Suspense|Mystery|Detective|Mystery|Murder Mystery
Julie Kagawa,The Lost Prince,4.04,25990,Fantasy|Romance|Fantasy|Paranormal|Fairies|Fae|Paranormal|Fairies|Fantasy|Magic|Fantasy|Urban Fantasy|Adventure
Eric Clapton,Clapton: The Autobiography,3.81,25974,Music|Biography|Biography|Autobiography|Autobiography|Memoir|Biography Memoir|History|Music|Rock N Roll|Biography|Music Biography
"R.L. Stine,ì†Œìœ¤ê²½,ë…¸ì€ì •",Night of the Living Dummy,3.82,25953,Horror|Middle Grade|Fantasy|Mystery|Thriller|Fantasy|Paranormal|Juvenile
Diane Duane,So You Want to Be a Wizard,3.83,25938,Fantasy|Fantasy|Magic|Fantasy|Urban Fantasy|Middle Grade|Adventure|Science Fiction|Science Fiction Fantasy
Leila Sales,This Song Will Save Your Life,3.91,25933,Contemporary|Music|Romance|Realistic Fiction|Young Adult Contemporary|Health|Mental Health|Coming Of Age|High School
Steven Pinker,The Better Angels of Our Nature: Why Violence Has Declined,4.14,25930,History|Psychology|Science|Philosophy|Sociology|Politics|Anthropology|Culture|Society|Social Science
Anne Rice,The Wolf Gift,3.55,25926,Fantasy|Horror|Fantasy|Paranormal|Shapeshifters|Werewolves|Fantasy|Supernatural|Fantasy|Urban Fantasy|Romance
Christopher Paolini,Eragon & Eldest,4.3,25884,Fantasy|Fantasy|Dragons|Fantasy|Magic|Adventure|Teen|Science Fiction Fantasy|Fantasy|Epic Fantasy|Young Adult Fantasy
Agatha Christie,The Hollow,3.82,25877,Mystery|Mystery|Crime|Classics|Mystery|Detective|Thriller|Mystery Thriller|European Literature|British Literature|Mystery|Murder Mystery
Joan Didion,Blue Nights,3.84,25874,Autobiography|Memoir|Biography|Biography Memoir|Death|Writing|Essays|Biography|Autobiography|Literature|American|Contemporary
Brandon Mull,The Candy Shop War,4.06,25866,Fantasy|Middle Grade|Adventure|Fantasy|Magic|Juvenile|Mystery|Science Fiction Fantasy
Rachel RenÃ©e Russell,Tales from a Not-So-Smart Miss Know-It-All,4.39,25810,Middle Grade|Realistic Fiction|Sequential Art|Graphic Novels|Diary|Humor|Romance|Contemporary
Kristan Higgins,The Best Man,3.92,25805,Romance|Romance|Contemporary Romance|Contemporary|Womens Fiction|Chick Lit|Humor|Family|Adult Fiction
Michael Chabon,The Mysteries of Pittsburgh,3.64,25801,LGBT|Contemporary|Coming Of Age|Literature|Literary Fiction|GLBT|Queer|Literature|American|LGBT|Gay
Susanna Kearsley,The Firebird,4.08,25785,Historical|Historical Fiction|Romance|Fantasy|Historical|Science Fiction|Time Travel|Fantasy|Paranormal|Cultural|Russia|Contemporary|Romance|Historical Romance
C.J. Sansom,Sovereign,4.19,25725,Historical|Historical Fiction|Mystery|Historical|Mystery|Crime|Mystery|Historical Mystery|English History|Tudor Period|European Literature|British Literature|Thriller|Mystery|Detective
Robin Hobb,City of Dragons,4.09,25719,Fantasy|Fantasy|Dragons|Fantasy|Epic Fantasy|Fantasy|High Fantasy|Science Fiction Fantasy|Fantasy|Magic|Adventure
"Sid Fleischman,Peter SÃ­s",The Whipping Boy,3.58,25716,Historical|Historical Fiction|Middle Grade|Classics|Adventure|Historical|Juvenile|Fantasy
"Rolf Dobelli,à¸­à¸£à¸žà¸´à¸™ à¸œà¸¥à¸žà¸™à¸´à¸Šà¸£à¸±à¸¨à¸¡à¸µ",The Art of Thinking Clearly,3.84,25698,Psychology|Self Help|Philosophy|Business|Self Help|Personal Development|Science|Productivity|Leadership
Siobhan Vivian,The List,3.43,25688,Contemporary|Realistic Fiction|Teen|High School|Romance|Womens Fiction|Chick Lit|Young Adult Contemporary|Drama
Tiffany Reisz,The Siren,4.03,25685,Erotica|BDSM|Romance|Adult Fiction|Erotica|Dark|Contemporary|Romance|Contemporary Romance|Romance|Erotic Romance|Romance|M F Romance
Tess Gerritsen,The Bone Garden,4.04,25633,Mystery|Thriller|Historical|Historical Fiction|Mystery|Crime|Suspense|Thriller|Mystery Thriller|Historical|Mystery|Murder Mystery
Karen Marie Moning,Spell of the Highlander,4.27,25630,Romance|Romance|Paranormal Romance|Fantasy|Paranormal|Science Fiction|Time Travel|Fantasy|Romance|Historical Romance|Historical|Fairies|Fae|Fantasy|Magic
James   McBride,The Good Lord Bird,3.86,25630,Historical|Historical Fiction|Cultural|African American|Historical|Military History|Civil War|Literary Fiction|Literature|Humor
"Miranda July,Brigitte Sire",It Chooses You,3.94,25625,Autobiography|Memoir|Art|Short Stories|Writing|Essays|Biography|Biography Memoir|Contemporary|Art|Photography|Womens
Richard Paul Evans,The Christmas Box,3.96,25623,Holiday|Christmas|Holiday|Inspirational|Adult Fiction|Christian Fiction|Christian|Religion|Family
W. Bruce Cameron,A Dog's Journey,4.41,25596,Animals|Animals|Dogs|Contemporary|Fantasy|Adult Fiction|Realistic Fiction
Stephen King,Danse Macabre,3.65,25552,Horror|Language|Writing|Writing|Essays|Reference|Writing|Books About Books|Criticism|Literary Criticism|Biography|History|Criticism
Rosamunde Pilcher,Winter Solstice,4.18,25521,Holiday|Christmas|Romance|Cultural|Scotland|Womens Fiction|Chick Lit|Holiday|Contemporary|European Literature|British Literature|Drama
Jennifer Chiaverini,Mrs. Lincoln's Dressmaker,3.49,25491,Historical|Historical Fiction|Historical|Military History|Civil War|Adult Fiction|Book Club|North American Hi...|American History|War|Unfinished
Lauren Kate,Teardrop,3.59,25480,Fantasy|Romance|Fantasy|Paranormal|Fantasy|Mythology|Fantasy|Magic|Romance|Paranormal Romance|Fantasy|Supernatural|Fantasy|Urban Fantasy
Lauren DeStefano,Sever,3.79,25470,Science Fiction|Dystopia|Romance|Science Fiction|Fantasy|Apocalyptic|Post Apocalyptic|Teen|Futuristic|Adventure
Lisa Renee Jones,If I Were You,4.12,25454,Romance|Adult Fiction|Erotica|Erotica|BDSM|Contemporary|Romance|Contemporary Romance|Mystery|Romance|Erotic Romance|Suspense|Romance|Romantic Suspense
Judith McNaught,Almost Heaven,4.33,25450,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Regency|Historical Romance|Regency Romance|Womens Fiction|Chick Lit|Cultural|Scotland
Susan Elia MacNeal,Mr. Churchill's Secretary,3.7,25433,Mystery|Historical|Historical Fiction|Historical|War|World War II|Mystery|Historical Mystery|European Literature|British Literature|War|Thriller|Mystery Thriller
Walker Percy,The Moviegoer,3.67,25433,Classics|Literature|American|Southern|Literature|American|Literary Fiction|Literature|20th Century|Philosophy
"Lemony Snicket,Seth",Who Could That Be at This Hour?,3.82,25406,Mystery|Middle Grade|Humor|Adventure|Fantasy|Juvenile
Gena Showalter,Wicked Nights,4.06,25405,Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Paranormal|Angels|Fantasy|Paranormal|Demons|Fantasy|Urban Fantasy|Fantasy|Supernatural|Fantasy|Mythology
"J.D. Robb,Nora Roberts",Born in Death,4.36,25389,Mystery|Romance|Mystery|Crime|Romance|Romantic Suspense|Futuristic|Suspense|Science Fiction|Thriller|Thriller|Mystery Thriller
Philippa Gregory,The King's Curse,4.01,25388,Historical|Historical Fiction|Historical|English History|Tudor Period|European Literature|British Literature|Romance|Adult Fiction|Literature|16th Century
George R.R. Martin,A Dance with Dragons 1: Dreams and Dust,4.35,25379,Fantasy|Fantasy|Epic Fantasy|Fantasy|High Fantasy|Fantasy|Dragons|Adventure|Epic|Science Fiction Fantasy
Richard Ford,Canada,3.51,25377,Cultural|Canada|Literary Fiction|Contemporary|Coming Of Age|Literature|Book Club|Mystery|Crime
Christopher Hitchens,Mortality,4.08,25370,Philosophy|Autobiography|Memoir|Biography|Writing|Essays|Religion|Death|Religion|Atheism|Biography Memoir|Biography|Autobiography
Michael J. Fox,Lucky Man,4.01,25332,Biography|Autobiography|Memoir|Biography|Autobiography|Biography Memoir|Inspirational|Cultural|Canada|Medical
Stephen King,Mile 81,3.65,25319,Horror|Short Stories|Science Fiction|Thriller|Mystery|Fantasy
"Lawrence M. Krauss,Richard Dawkins",A Universe from Nothing: Why There Is Something Rather Than Nothing,3.93,25316,Science|Science|Physics|Philosophy|Science|Astronomy|Science|Popular Science|Religion|Atheism|Religion|Space
"Young Kim,Stephenie Meyer","Twilight: The Graphic Novel, Vol. 2",4.28,25314,Sequential Art|Graphic Novels|Paranormal|Vampires|Romance|Fantasy|Fantasy|Paranormal|Sequential Art|Manga|Sequential Art|Comics|Fantasy|Supernatural
Sarah MacLean,One Good Earl Deserves a Lover,4.04,25312,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Regency|Historical Romance|Regency Romance|Womens Fiction|Chick Lit
Christopher Isherwood,A Single Man,4.1,25308,LGBT|Classics|GLBT|Queer|LGBT|Gay|Literary Fiction|Literature|20th Century|European Literature|British Literature|Literature
Agatha Christie,Endless Night,3.82,25284,Mystery|Mystery|Crime|Classics|Thriller|Mystery Thriller|Thriller|Mystery|Detective|European Literature|British Literature
Derf Backderf,My Friend Dahmer,3.93,25257,Sequential Art|Graphic Novels|Sequential Art|Comics|Crime|True Crime|Autobiography|Memoir|Biography|Mystery|Crime|Graphic Novels Comics|Horror
Lisa Kleypas,Then Came You,3.98,25246,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Regency|Historical Romance|Regency Romance|Womens Fiction|Chick Lit|European Literature|British Literature
Mhairi McFarlane,You Had Me At Hello,3.79,25215,Romance|Womens Fiction|Chick Lit|Contemporary|Romance|Contemporary Romance|Humor|Adult Fiction|New Adult
Philip Pullman,The Ruby in the Smoke,3.78,25206,Mystery|Historical|Historical Fiction|Historical|Fantasy|Adventure|Mystery|Crime|Historical|Victorian
J. Sterling,The Game Changer,4.11,25204,Romance|New Adult|Sports|Sports|Contemporary Romance|Sports Romance|Contemporary|Romance|Contemporary Romance|Academic|College|Sports|Baseball|Womens Fiction|Chick Lit
Mary Higgins Clark,All Around the Town,3.96,25204,Mystery|Suspense|Thriller|Thriller|Mystery Thriller|Mystery|Crime|Adult Fiction|Romance|Contemporary
"John Flanagan,Angelika Eisold-Viebig",The Outcasts,4.38,25203,Fantasy|Adventure|Middle Grade|Historical|Historical Fiction|Action|Young Adult Fantasy|Teen
"William Shakespeare,David Scott Kastan","King Henry IV, Part 1",3.82,25196,Plays|Classics|Drama|Historical|Historical Fiction|Plays|Theatre|Poetry|Academic|School|Literature|Historical
Ann Packer,The Dive from Clausen's Pier,3.43,25188,Contemporary|Womens Fiction|Chick Lit|Book Club|Adult Fiction|Romance|Relationships|Realistic Fiction
Shelly Crane,Defiance,4.3,25186,Fantasy|Paranormal|Romance|Fantasy|Romance|Paranormal Romance|Fantasy|Supernatural|Fantasy|Magic|New Adult|Contemporary
Julie Garwood,Saving Grace,4.25,25178,Romance|Historical Romance|Romance|Historical|Historical|Medieval|Historical|Historical Fiction|Cultural|Scotland|Historical Romance|Medieval Romance|Humor
Nora Roberts,Birthright,4.03,25156,Romance|Romance|Romantic Suspense|Mystery|Romance|Contemporary Romance|Contemporary|Suspense|Womens Fiction|Chick Lit|Mystery|Crime|Thriller
Mira Lyn Kelly,Waking Up Married,3.53,25134,Romance|Contemporary|Romance|Contemporary Romance|Womens Fiction|Chick Lit|Category Romance|Harlequin|New Adult|Humor|Adult Fiction
Donald Ray Pollock,The Devil All the Time,4.12,25133,Horror|Thriller|Historical|Historical Fiction|Mystery|Mystery|Crime|Gothic|Southern Gothic|Gothic|Mystery|Noir
Sue Grafton,S is for Silence,3.93,25121,Mystery|Mystery|Crime|Thriller|Mystery Thriller|Mystery|Detective|Suspense|Thriller|Womens|Mystery|Murder Mystery
Mary Pipher,Reviving Ophelia: Saving the Selves of Adolescent Girls,3.88,25118,Psychology|Feminism|Parenting|Education|Self Help|Sociology|Womens|Gender|Health|Mental Health
Jeanette Winterson,Written on the Body,4.07,25117,LGBT|GLBT|Queer|Romance|Contemporary|Literature|Literary Fiction|LGBT|Lesbian|Feminism
"Douglas Preston,Lincoln Child",White Fire,4.07,25112,Mystery|Thriller|Mystery|Crime|Suspense|Thriller|Mystery Thriller|Horror|Adventure|Mystery|Detective
John Irving,In One Person,3.68,25095,LGBT|Literary Fiction|Contemporary|Coming Of Age|GLBT|Queer|Literature|LGBT|Gay
Rebecca Stead,Liar & Spy,3.81,25081,Middle Grade|Realistic Fiction|Mystery|Juvenile|Contemporary|Family
"Glennon Doyle Melton,Glennon Doyle","Carry On, Warrior: Thoughts on Life Unarmed",4.12,25080,Autobiography|Memoir|Self Help|Parenting|Biography|Spirituality|Writing|Essays|Humor|Self Help|Personal Development
Yangsze Choo,The Ghost Bride,3.78,25046,Fantasy|Historical|Historical Fiction|Romance|Historical|Fantasy|Paranormal|Paranormal|Ghosts|Cultural|Asia|Fantasy|Supernatural|Cultural|China
